,Team,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Opp FG,Opp FGA,Opp FG%,Opp 2P,Opp 2PA,Opp 2P%,Opp 3P,Opp 3PA,Opp 3P%,Opp FT,Opp FTA,Opp FT%,Opp ORB,Opp DRB,Opp TRB,Opp AST,Opp STL,Opp BLK,Opp TOV,Opp PF,Opp PTS,gameid,Win?
117,california,200,28,50,0.56,24,39,0.615,4,11,0.364,25,33,0.758,10,17,27,14,5,5,16,14,85,30,58,0.517,14,30,0.467,16,28,0.571,6,6,1,7,11,18,19,6,1,13,26,82,1112201722,0
118,gordon,200,23,59,0.39,18,39,0.462,5,20,0.25,12,17,0.706,7,27,34,9,3,8,15,16,63,31,69,0.449,20,40,0.5,11,29,0.379,7,16,0.438,10,29,39,18,5,3,9,15,80,1112201723,1
119,hartford,200,31,69,0.449,20,40,0.5,11,29,0.379,7,16,0.438,10,29,39,18,5,3,9,15,80,23,59,0.39,18,39,0.462,5,20,0.25,12,17,0.706,7,27,34,9,3,8,15,16,63,1112201723,0
120,alabama-state,200,24,64,0.375,20,50,0.4,4,14,0.286,6,11,0.545,14,23,37,10,5,6,16,22,58,32,68,0.471,21,39,0.538,11,29,0.379,17,33,0.515,21,30,51,25,9,6,9,14,92,1112201724,1
121,iowa,200,32,68,0.471,21,39,0.538,11,29,0.379,17,33,0.515,21,30,51,25,9,6,9,14,92,24,64,0.375,20,50,0.4,4,14,0.286,6,11,0.545,14,23,37,10,5,6,16,22,58,1112201724,0
122,defiance,200,22,61,0.361,13,35,0.371,9,26,0.346,6,8,0.75,6,18,24,8,8,2,20,17,59,44,74,0.595,29,41,0.707,15,33,0.455,11,16,0.688,15,29,44,27,12,0,13,13,114,1112201725,1
123,ipfw,200,44,74,0.595,29,41,0.707,15,33,0.455,11,16,0.688,15,29,44,27,12,0,13,13,114,22,61,0.361,13,35,0.371,9,26,0.346,6,8,0.75,6,18,24,8,8,2,20,17,59,1112201725,0
124,navy,200,21,63,0.333,15,42,0.357,6,21,0.286,7,9,0.778,10,19,29,14,7,2,15,15,55,35,64,0.547,26,41,0.634,9,23,0.391,10,16,0.625,7,30,37,15,9,7,12,12,89,1112201726,1
125,miami-fl,200,35,64,0.547,26,41,0.634,9,23,0.391,10,16,0.625,7,30,37,15,9,7,12,12,89,21,63,0.333,15,42,0.357,6,21,0.286,7,9,0.778,10,19,29,14,7,2,15,15,55,1112201726,0
126,charleston-southern,200,21,52,0.404,15,34,0.441,6,18,0.333,8,13,0.615,11,20,31,11,5,5,23,25,56,25,52,0.481,16,29,0.552,9,23,0.391,19,32,0.594,10,21,31,13,9,2,15,18,78,1112201727,1
127,north-carolina-state,200,25,52,0.481,16,29,0.552,9,23,0.391,19,32,0.594,10,21,31,13,9,2,15,18,78,21,52,0.404,15,34,0.441,6,18,0.333,8,13,0.615,11,20,31,11,5,5,23,25,56,1112201727,0
128,wentworth,200,21,59,0.356,16,40,0.4,5,19,0.263,2,5,0.4,4,23,27,9,6,0,18,17,49,29,61,0.475,17,35,0.486,12,26,0.462,13,15,0.867,8,30,38,17,11,3,14,11,83,1112201728,1
129,northeastern,200,29,61,0.475,17,35,0.486,12,26,0.462,13,15,0.867,8,30,38,17,11,3,14,11,83,21,59,0.356,16,40,0.4,5,19,0.263,2,5,0.4,4,23,27,9,6,0,18,17,49,1112201728,0
130,chicago-state,200,14,65,0.215,12,44,0.273,2,21,0.095,12,19,0.632,8,13,21,7,4,1,13,24,42,40,66,0.606,28,38,0.737,12,28,0.429,19,28,0.679,13,41,54,24,6,9,14,22,111,1112201729,1
131,purdue,200,40,66,0.606,28,38,0.737,12,28,0.429,19,28,0.679,13,41,54,24,6,9,14,22,111,14,65,0.215,12,44,0.273,2,21,0.095,12,19,0.632,8,13,21,7,4,1,13,24,42,1112201729,0
132,louisiana-monroe,200,22,61,0.361,11,36,0.306,11,25,0.44,10,14,0.714,12,17,29,11,6,1,12,22,65,27,52,0.519,15,29,0.517,12,23,0.522,17,21,0.81,10,22,32,16,4,3,14,13,83,1112201730,1
133,southern-methodist,200,27,52,0.519,15,29,0.517,12,23,0.522,17,21,0.81,10,22,32,16,4,3,14,13,83,22,61,0.361,11,36,0.306,11,25,0.44,10,14,0.714,12,17,29,11,6,1,12,22,65,1112201730,0
134,east-central,200,16,50,0.32,8,30,0.267,8,20,0.4,19,28,0.679,2,26,28,11,5,3,19,22,59,33,70,0.471,22,39,0.564,11,31,0.355,15,24,0.625,16,34,50,20,8,6,15,20,92,1112201731,1
135,texas-san-antonio,200,33,70,0.471,22,39,0.564,11,31,0.355,15,24,0.625,16,34,50,20,8,6,15,20,92,16,50,0.32,8,30,0.267,8,20,0.4,19,28,0.679,2,26,28,11,5,3,19,22,59,1112201731,0
136,texas-southern,225,29,59,0.492,15,27,0.556,14,32,0.438,12,18,0.667,4,38,42,15,6,5,18,24,84,25,76,0.329,10,30,0.333,15,46,0.326,21,29,0.724,15,29,44,13,6,1,10,21,86,1112201732,1
137,washington-state,225,25,76,0.329,10,30,0.333,15,46,0.326,21,29,0.724,15,29,44,13,6,1,10,21,86,29,59,0.492,15,27,0.556,14,32,0.438,12,18,0.667,4,38,42,15,6,5,18,24,84,1112201732,0
138,university-of-the-ozarks,200,14,54,0.259,8,37,0.216,6,17,0.353,17,28,0.607,10,18,28,10,4,2,21,22,51,38,68,0.559,33,53,0.623,5,15,0.333,18,25,0.72,13,26,39,21,9,7,9,20,99,1112201733,1
139,central-arkansas,200,38,68,0.559,33,53,0.623,5,15,0.333,18,25,0.72,13,26,39,21,9,7,9,20,99,14,54,0.259,8,37,0.216,6,17,0.353,17,28,0.607,10,18,28,10,4,2,21,22,51,1112201733,0
140,coppin-state,200,14,57,0.246,5,18,0.278,9,39,0.231,13,17,0.765,6,22,28,8,5,4,16,26,50,26,58,0.448,22,40,0.55,4,18,0.222,20,27,0.741,10,35,45,14,3,3,15,18,76,1112201734,1
141,east-carolina,200,26,58,0.448,22,40,0.55,4,18,0.222,20,27,0.741,10,35,45,14,3,3,15,18,76,14,57,0.246,5,18,0.278,9,39,0.231,13,17,0.765,6,22,28,8,5,4,16,26,50,1112201734,0
142,bluefield-college-va,200,25,66,0.379,21,46,0.457,4,20,0.2,14,19,0.737,8,17,25,6,8,3,10,24,68,30,57,0.526,28,47,0.596,2,10,0.2,23,26,0.885,9,31,40,18,4,10,15,15,85,1112201735,1
143,hampton,200,30,57,0.526,28,47,0.596,2,10,0.2,23,26,0.885,9,31,40,18,4,10,15,15,85,25,66,0.379,21,46,0.457,4,20,0.2,14,19,0.737,8,17,25,6,8,3,10,24,68,1112201735,0
144,morehead-state,200,22,54,0.407,19,39,0.487,3,15,0.2,23,26,0.885,11,18,29,11,5,2,16,29,70,20,50,0.4,13,29,0.448,7,21,0.333,30,40,0.75,15,20,35,15,4,6,21,24,77,1112201736,1
145,lipscomb,200,20,50,0.4,13,29,0.448,7,21,0.333,30,40,0.75,15,20,35,15,4,6,21,24,77,22,54,0.407,19,39,0.487,3,15,0.2,23,26,0.885,11,18,29,11,5,2,16,29,70,1112201736,0
146,haskell-indian-nations-institute,200,22,70,0.314,11,35,0.314,11,35,0.314,4,7,0.571,9,31,40,8,2,3,28,23,59,39,77,0.506,32,54,0.593,7,23,0.304,25,33,0.758,8,38,46,18,20,1,8,13,110,1112201737,1
147,missouri-kansas-city,200,39,77,0.506,32,54,0.593,7,23,0.304,25,33,0.758,8,38,46,18,20,1,8,13,110,22,70,0.314,11,35,0.314,11,35,0.314,4,7,0.571,9,31,40,8,2,3,28,23,59,1112201737,0
148,letourneau,200,28,65,0.431,19,39,0.487,9,26,0.346,34,43,0.791,7,27,34,8,7,3,12,24,99,28,62,0.452,24,46,0.522,4,16,0.25,24,31,0.774,10,36,46,10,6,3,20,28,84,1112201738,0
149,northwestern-state,200,28,62,0.452,24,46,0.522,4,16,0.25,24,31,0.774,10,36,46,10,6,3,20,28,84,28,65,0.431,19,39,0.487,9,26,0.346,34,43,0.791,7,27,34,8,7,3,12,24,99,1112201738,1
150,fairleigh-dickinson,200,20,47,0.426,15,37,0.405,5,10,0.5,12,18,0.667,4,21,25,11,8,3,29,21,57,30,67,0.448,26,51,0.51,4,16,0.25,17,22,0.773,15,24,39,17,18,5,23,18,81,1112201739,1
151,penn-state,200,30,67,0.448,26,51,0.51,4,16,0.25,17,22,0.773,15,24,39,17,18,5,23,18,81,20,47,0.426,15,37,0.405,5,10,0.5,12,18,0.667,4,21,25,11,8,3,29,21,57,1112201739,0
152,san-diego,200,31,54,0.574,22,37,0.595,9,17,0.529,10,18,0.556,2,20,22,15,8,3,14,26,81,21,55,0.382,18,42,0.429,3,13,0.231,19,27,0.704,9,24,33,11,3,2,17,23,64,1112201740,0
153,san-jose-state,200,21,55,0.382,18,42,0.429,3,13,0.231,19,27,0.704,9,24,33,11,3,2,17,23,64,31,54,0.574,22,37,0.595,9,17,0.529,10,18,0.556,2,20,22,15,8,3,14,26,81,1112201740,1
154,maryland-baltimore-county,200,26,62,0.419,12,34,0.353,14,28,0.5,12,16,0.75,6,16,22,14,6,0,10,15,78,39,64,0.609,24,36,0.667,15,28,0.536,10,14,0.714,9,32,41,25,8,6,13,16,103,1112201741,1
155,arizona,200,39,64,0.609,24,36,0.667,15,28,0.536,10,14,0.714,9,32,41,25,8,6,13,16,103,26,62,0.419,12,34,0.353,14,28,0.5,12,16,0.75,6,16,22,14,6,0,10,15,78,1112201741,0
156,bucknell,200,26,58,0.448,15,31,0.484,11,27,0.407,10,18,0.556,7,15,22,15,3,3,17,21,73,38,71,0.535,32,56,0.571,6,15,0.4,19,25,0.76,14,24,38,12,10,5,13,21,101,1112201742,1
157,arkansas,200,38,71,0.535,32,56,0.571,6,15,0.4,19,25,0.76,14,24,38,12,10,5,13,21,101,26,58,0.448,15,31,0.484,11,27,0.407,10,18,0.556,7,15,22,15,3,3,17,21,73,1112201742,0
158,princeton,200,25,45,0.556,16,30,0.533,9,15,0.6,16,24,0.667,0,18,18,9,5,2,11,22,75,31,57,0.544,26,41,0.634,5,16,0.313,18,21,0.857,4,24,28,8,4,1,7,24,85,1112201743,1
159,butler,200,31,57,0.544,26,41,0.634,5,16,0.313,18,21,0.857,4,24,28,8,4,1,7,24,85,25,45,0.556,16,30,0.533,9,15,0.6,16,24,0.667,0,18,18,9,5,2,11,22,75,1112201743,0
160,california-irvine,200,28,62,0.452,20,40,0.5,8,22,0.364,19,26,0.731,11,29,40,16,10,8,12,26,83,21,63,0.333,16,44,0.364,5,19,0.263,22,30,0.733,15,25,40,12,4,0,14,20,69,1112201744,0
161,denver,200,21,63,0.333,16,44,0.364,5,19,0.263,22,30,0.733,15,25,40,12,4,0,14,20,69,28,62,0.452,20,40,0.5,8,22,0.364,19,26,0.731,11,29,40,16,10,8,12,26,83,1112201744,1
162,tennessee-martin,200,27,62,0.435,20,44,0.455,7,18,0.389,13,15,0.867,8,22,30,15,11,3,19,27,74,26,58,0.448,20,37,0.541,6,21,0.286,19,27,0.704,9,24,33,17,5,3,18,21,77,1112201745,1
163,illinois,200,26,58,0.448,20,37,0.541,6,21,0.286,19,27,0.704,9,24,33,17,5,3,18,21,77,27,62,0.435,20,44,0.455,7,18,0.389,13,15,0.867,8,22,30,15,11,3,19,27,74,1112201745,0
164,maryland-eastern-shore,200,19,56,0.339,16,37,0.432,3,19,0.158,2,6,0.333,6,11,17,4,4,0,13,25,43,33,54,0.611,24,35,0.686,9,19,0.474,21,33,0.636,14,28,42,15,6,7,12,12,96,1112201746,1
165,maryland,200,33,54,0.611,24,35,0.686,9,19,0.474,21,33,0.636,14,28,42,15,6,7,12,12,96,19,56,0.339,16,37,0.432,3,19,0.158,2,6,0.333,6,11,17,4,4,0,13,25,43,1112201746,0
166,yale,200,22,51,0.431,16,28,0.571,6,23,0.261,11,16,0.688,5,25,30,13,2,2,17,26,61,31,61,0.508,24,39,0.615,7,22,0.318,20,26,0.769,6,27,33,13,9,2,7,19,89,1112201747,1
167,wisconsin,200,31,61,0.508,24,39,0.615,7,22,0.318,20,26,0.769,6,27,33,13,9,2,7,19,89,22,51,0.431,16,28,0.571,6,23,0.261,11,16,0.688,5,25,30,13,2,2,17,26,61,1112201747,0
168,troy,200,29,57,0.509,19,32,0.594,10,25,0.4,13,18,0.722,14,31,45,19,8,3,20,18,81,18,60,0.3,11,34,0.324,7,26,0.269,14,19,0.737,11,13,24,9,10,2,13,17,57,1112201748,0
169,arkansas-pine-bluff,200,18,60,0.3,11,34,0.324,7,26,0.269,14,19,0.737,11,13,24,9,10,2,13,17,57,29,57,0.509,19,32,0.594,10,25,0.4,13,18,0.722,14,31,45,19,8,3,20,18,81,1112201748,1
170,alcorn-state,200,22,66,0.333,15,42,0.357,7,24,0.292,21,28,0.75,12,16,28,12,8,2,16,26,72,33,59,0.559,17,26,0.654,16,33,0.485,27,32,0.844,11,34,45,18,7,4,19,23,109,1112201749,1
171,creighton,200,33,59,0.559,17,26,0.654,16,33,0.485,27,32,0.844,11,34,45,18,7,4,19,23,109,22,66,0.333,15,42,0.357,7,24,0.292,21,28,0.75,12,16,28,12,8,2,16,26,72,1112201749,0
172,stetson,225,25,66,0.379,20,44,0.455,5,22,0.227,15,26,0.577,8,30,38,11,7,3,10,24,70,21,57,0.368,17,37,0.459,4,20,0.2,18,27,0.667,9,29,38,5,6,4,15,26,64,1112201750,0
173,florida-international,225,21,57,0.368,17,37,0.459,4,20,0.2,18,27,0.667,9,29,38,5,6,4,15,26,64,25,66,0.379,20,44,0.455,5,22,0.227,15,26,0.577,8,30,38,11,7,3,10,24,70,1112201750,1
174,puget-sound,200,22,86,0.256,5,26,0.192,17,60,0.283,9,13,0.692,12,12,24,12,13,3,20,25,70,40,63,0.635,32,38,0.842,8,25,0.32,33,35,0.943,12,48,60,27,16,8,32,21,121,1112201751,1
175,seattle,200,40,63,0.635,32,38,0.842,8,25,0.32,33,35,0.943,12,48,60,27,16,8,32,21,121,22,86,0.256,5,26,0.192,17,60,0.283,9,13,0.692,12,12,24,12,13,3,20,25,70,1112201751,0
176,citadel,200,33,78,0.423,19,46,0.413,14,32,0.438,13,20,0.65,6,15,21,18,9,1,16,29,93,48,70,0.686,36,48,0.75,12,22,0.545,24,36,0.667,10,39,49,36,5,5,19,21,132,1112201752,1
177,virginia-tech,200,48,70,0.686,36,48,0.75,12,22,0.545,24,36,0.667,10,39,49,36,5,5,19,21,132,33,78,0.423,19,46,0.413,14,32,0.438,13,20,0.65,6,15,21,18,9,1,16,29,93,1112201752,0
178,howard,200,25,70,0.357,12,36,0.333,13,34,0.382,14,16,0.875,12,26,38,13,6,4,12,22,77,33,61,0.541,25,39,0.641,8,22,0.364,12,29,0.414,11,31,42,25,2,8,12,13,86,1112201753,1
179,indiana,200,33,61,0.541,25,39,0.641,8,22,0.364,12,29,0.414,11,31,42,25,2,8,12,13,86,25,70,0.357,12,36,0.333,13,34,0.382,14,16,0.875,12,26,38,13,6,4,12,22,77,1112201753,0
180,eastern-washington,200,22,55,0.4,14,31,0.452,8,24,0.333,17,28,0.607,7,20,27,13,3,1,10,29,69,24,58,0.414,18,42,0.429,6,16,0.375,25,34,0.735,13,25,38,10,4,2,9,23,79,1112201754,1
181,washington,200,24,58,0.414,18,42,0.429,6,16,0.375,25,34,0.735,13,25,38,10,4,2,9,23,79,22,55,0.4,14,31,0.452,8,24,0.333,17,28,0.607,7,20,27,13,3,1,10,29,69,1112201754,0
182,north-dakota,200,28,57,0.491,24,44,0.545,4,13,0.308,18,29,0.621,5,19,24,6,6,3,13,27,78,29,57,0.509,25,43,0.581,4,14,0.286,19,29,0.655,9,24,33,14,6,0,15,26,81,1112201755,1
183,hawaii,200,29,57,0.509,25,43,0.581,4,14,0.286,19,29,0.655,9,24,33,14,6,0,15,26,81,28,57,0.491,24,44,0.545,4,13,0.308,18,29,0.621,5,19,24,6,6,3,13,27,78,1112201755,0
184,pacific,200,31,68,0.456,27,54,0.5,4,14,0.286,14,21,0.667,9,25,34,11,9,3,12,27,80,24,55,0.436,18,31,0.581,6,24,0.25,35,39,0.897,8,30,38,19,6,4,14,23,89,1112201756,1
185,stanford,200,24,55,0.436,18,31,0.581,6,24,0.25,35,39,0.897,8,30,38,19,6,4,14,23,89,31,68,0.456,27,54,0.5,4,14,0.286,14,21,0.667,9,25,34,11,9,3,12,27,80,1112201756,0
186,north-carolina-central,200,21,44,0.477,16,28,0.571,5,16,0.313,8,14,0.571,9,18,27,11,6,3,24,21,55,23,45,0.511,16,31,0.516,7,14,0.5,15,20,0.75,4,14,18,18,6,3,12,15,68,111320171,1
187,evansville,200,23,45,0.511,16,31,0.516,7,14,0.5,15,20,0.75,4,14,18,18,6,3,12,15,68,21,44,0.477,16,28,0.571,5,16,0.313,8,14,0.571,9,18,27,11,6,3,24,21,55,111320171,0
188,jacksonville-state,200,35,61,0.574,28,43,0.651,7,18,0.389,17,22,0.773,13,26,39,17,6,4,9,17,94,21,54,0.389,17,35,0.486,4,19,0.211,15,20,0.75,7,13,20,11,7,3,10,22,61,111320172,0
189,richmond,200,21,54,0.389,17,35,0.486,4,19,0.211,15,20,0.75,7,13,20,11,7,3,10,22,61,35,61,0.574,28,43,0.651,7,18,0.389,17,22,0.773,13,26,39,17,6,4,9,17,94,111320172,1
190,eastern-kentucky,200,26,51,0.51,20,39,0.513,6,12,0.5,17,22,0.773,3,25,28,10,4,3,12,17,75,30,63,0.476,20,41,0.488,10,22,0.455,15,22,0.682,11,19,30,19,8,4,8,15,85,111320173,1
191,mississippi,200,30,63,0.476,20,41,0.488,10,22,0.455,15,22,0.682,11,19,30,19,8,4,8,15,85,26,51,0.51,20,39,0.513,6,12,0.5,17,22,0.773,3,25,28,10,4,3,12,17,75,111320173,0
192,minnesota,200,30,59,0.508,25,42,0.595,5,17,0.294,21,27,0.778,9,28,37,6,3,7,11,21,86,25,53,0.472,19,39,0.487,6,14,0.429,18,27,0.667,4,25,29,14,5,3,13,26,74,111320174,0
193,providence,200,25,53,0.472,19,39,0.487,6,14,0.429,18,27,0.667,4,25,29,14,5,3,13,26,74,30,59,0.508,25,42,0.595,5,17,0.294,21,27,0.778,9,28,37,6,3,7,11,21,86,111320174,1
194,vanderbilt,200,17,48,0.354,13,25,0.52,4,23,0.174,22,31,0.71,7,29,36,5,3,2,14,26,60,22,54,0.407,16,27,0.593,6,27,0.222,19,26,0.731,5,25,30,8,4,1,9,27,69,111320175,1
195,belmont,200,22,54,0.407,16,27,0.593,6,27,0.222,19,26,0.731,5,25,30,8,4,1,9,27,69,17,48,0.354,13,25,0.52,4,23,0.174,22,31,0.71,7,29,36,5,3,2,14,26,60,111320175,0
196,albany-ny,202,32,56,0.571,29,51,0.569,3,5,0.6,21,29,0.724,9,24,33,11,2,1,11,15,88,29,65,0.446,21,38,0.553,8,27,0.296,8,11,0.727,7,19,26,13,7,4,7,21,74,111320176,0
197,boston-university,200,29,65,0.446,21,38,0.553,8,27,0.296,8,11,0.727,7,19,26,13,7,4,7,21,74,32,56,0.571,29,51,0.569,3,5,0.6,21,29,0.724,9,24,33,11,2,1,11,15,88,111320176,1
198,south-dakota,200,29,61,0.475,21,41,0.512,8,20,0.4,22,35,0.629,7,35,42,21,7,3,10,26,88,25,73,0.342,17,48,0.354,8,25,0.32,21,27,0.778,15,29,44,15,5,6,12,25,79,111320177,0
199,bowling-green-state,200,25,73,0.342,17,48,0.354,8,25,0.32,21,27,0.778,15,29,44,15,5,6,12,25,79,29,61,0.475,21,41,0.512,8,20,0.4,22,35,0.629,7,35,42,21,7,3,10,26,88,111320177,1
200,columbia-international,200,17,48,0.354,16,38,0.421,1,10,0.1,9,15,0.6,4,20,24,6,1,0,22,22,44,39,64,0.609,26,32,0.813,13,32,0.406,17,28,0.607,8,29,37,25,13,5,9,17,108,111320178,1
201,campbell,200,39,64,0.609,26,32,0.813,13,32,0.406,17,28,0.607,8,29,37,25,13,5,9,17,108,17,48,0.354,16,38,0.421,1,10,0.1,9,15,0.6,4,20,24,6,1,0,22,22,44,111320178,0
202,western-carolina,200,18,56,0.321,13,40,0.325,5,16,0.313,10,18,0.556,10,15,25,9,6,1,22,23,51,33,64,0.516,24,43,0.558,9,21,0.429,27,34,0.794,12,31,43,24,11,7,13,17,102,111320179,1
203,cincinnati,200,33,64,0.516,24,43,0.558,9,21,0.429,27,34,0.794,12,31,43,24,11,7,13,17,102,18,56,0.321,13,40,0.325,5,16,0.313,10,18,0.556,10,15,25,9,6,1,22,23,51,111320179,0
204,binghamton,200,34,64,0.531,27,44,0.614,7,20,0.35,9,20,0.45,6,19,25,15,1,4,7,25,84,27,55,0.491,17,34,0.5,10,21,0.476,30,34,0.882,7,30,37,19,3,3,6,17,94,1113201710,1
205,cornell,200,27,55,0.491,17,34,0.5,10,21,0.476,30,34,0.882,7,30,37,19,3,3,6,17,94,34,64,0.531,27,44,0.614,7,20,0.35,9,20,0.45,6,19,25,15,1,4,7,25,84,1113201710,0
206,michigan-dearborn,200,31,72,0.431,25,48,0.521,6,24,0.25,14,19,0.737,13,22,35,15,8,6,13,23,82,40,75,0.533,28,44,0.636,12,31,0.387,13,20,0.65,15,27,42,21,6,6,11,20,105,1113201711,1
207,detroit-mercy,200,40,75,0.533,28,44,0.636,12,31,0.387,13,20,0.65,15,27,42,21,6,6,11,20,105,31,72,0.431,25,48,0.521,6,24,0.25,14,19,0.737,13,22,35,15,8,6,13,23,82,1113201711,0
208,arcadia,200,27,64,0.422,18,44,0.409,9,20,0.45,18,27,0.667,13,20,33,9,6,1,19,24,81,30,59,0.508,20,35,0.571,10,24,0.417,25,31,0.806,8,25,33,17,7,5,16,23,95,1113201712,1
209,drexel,200,30,59,0.508,20,35,0.571,10,24,0.417,25,31,0.806,8,25,33,17,7,5,16,23,95,27,64,0.422,18,44,0.409,9,20,0.45,18,27,0.667,13,20,33,9,6,1,19,24,81,1113201712,0
210,gardner-webb,200,28,66,0.424,22,46,0.478,6,20,0.3,12,17,0.706,9,17,26,9,2,0,14,20,74,40,69,0.58,25,40,0.625,15,29,0.517,21,27,0.778,11,29,40,26,6,8,8,16,116,1113201713,1
211,florida,200,40,69,0.58,25,40,0.625,15,29,0.517,21,27,0.778,11,29,40,26,6,8,8,16,116,28,66,0.424,22,46,0.478,6,20,0.3,12,17,0.706,9,17,26,9,2,0,14,20,74,1113201713,0
212,long-island-university,200,22,58,0.379,16,39,0.41,6,19,0.316,18,27,0.667,9,27,36,13,3,2,13,22,68,27,59,0.458,16,35,0.457,11,24,0.458,16,27,0.593,8,25,33,14,9,4,8,20,81,1113201714,1
213,fordham,200,27,59,0.458,16,35,0.457,11,24,0.458,16,27,0.593,8,25,33,14,9,4,8,20,81,22,58,0.379,16,39,0.41,6,19,0.316,18,27,0.667,9,27,36,13,3,2,13,22,68,1113201714,0
214,cal-state-bakersfield,200,21,53,0.396,17,36,0.472,4,17,0.235,7,22,0.318,13,23,36,10,3,1,18,21,53,25,57,0.439,16,37,0.432,9,20,0.45,18,27,0.667,12,20,32,9,8,3,7,21,77,1113201715,1
215,georgia-southern,200,25,57,0.439,16,37,0.432,9,20,0.45,18,27,0.667,12,20,32,9,8,3,7,21,77,21,53,0.396,17,36,0.472,4,17,0.235,7,22,0.318,13,23,36,10,3,1,18,21,53,1113201715,0
216,kennesaw-state,200,22,74,0.297,20,59,0.339,2,15,0.133,11,18,0.611,19,14,33,9,8,1,8,16,57,28,58,0.483,22,37,0.595,6,21,0.286,13,18,0.722,11,30,41,18,3,5,15,19,75,1113201716,1
217,hofstra,200,28,58,0.483,22,37,0.595,6,21,0.286,13,18,0.722,11,30,41,18,3,5,15,19,75,22,74,0.297,20,59,0.339,2,15,0.133,11,18,0.611,19,14,33,9,8,1,8,16,57,1113201716,0
218,anderson-sc,200,13,51,0.255,9,27,0.333,4,24,0.167,13,24,0.542,12,17,29,6,8,4,23,17,43,29,56,0.518,23,38,0.605,6,18,0.333,11,14,0.786,10,31,41,17,9,9,19,21,75,1113201717,1
219,iupui,200,29,56,0.518,23,38,0.605,6,18,0.333,11,14,0.786,10,31,41,17,9,9,19,21,75,13,51,0.255,9,27,0.333,4,24,0.167,13,24,0.542,12,17,29,6,8,4,23,17,43,1113201717,0
220,old-dominion,200,23,52,0.442,15,35,0.429,8,17,0.471,15,20,0.75,7,32,39,18,4,3,16,19,69,18,56,0.321,12,31,0.387,6,25,0.24,11,15,0.733,6,20,26,9,7,1,12,23,53,1113201718,0
221,james-madison,200,18,56,0.321,12,31,0.387,6,25,0.24,11,15,0.733,6,20,26,9,7,1,12,23,53,23,52,0.442,15,35,0.429,8,17,0.471,15,20,0.75,7,32,39,18,4,3,16,19,69,1113201718,1
222,southeast-missouri-state,225,36,75,0.48,27,50,0.54,9,25,0.36,14,19,0.737,13,21,34,20,6,4,9,20,95,31,60,0.517,25,39,0.641,6,21,0.286,28,34,0.824,7,29,36,16,1,8,9,17,96,1113201719,1
223,louisiana-tech,224,31,60,0.517,25,39,0.641,6,21,0.286,28,34,0.824,7,29,36,16,1,8,9,17,96,36,75,0.48,27,50,0.54,9,25,0.36,14,19,0.737,13,21,34,20,6,4,9,20,95,1113201719,0
224,southern,200,26,68,0.382,16,43,0.372,10,25,0.4,12,21,0.571,13,27,40,13,8,2,12,15,74,30,62,0.484,19,35,0.543,11,27,0.407,12,14,0.857,4,28,32,20,5,8,11,17,83,1113201720,1
225,marshall,200,30,62,0.484,19,35,0.543,11,27,0.407,12,14,0.857,4,28,32,20,5,8,11,17,83,26,68,0.382,16,43,0.372,10,25,0.4,12,21,0.571,13,27,40,13,8,2,12,15,74,1113201720,0
226,central-michigan,200,22,51,0.431,12,27,0.444,10,24,0.417,11,12,0.917,7,25,32,12,2,2,14,18,65,26,59,0.441,16,25,0.64,10,34,0.294,10,12,0.833,6,19,25,14,5,3,4,11,72,1113201721,1
227,michigan,200,26,59,0.441,16,25,0.64,10,34,0.294,10,12,0.833,6,19,25,14,5,3,4,11,72,22,51,0.431,12,27,0.444,10,24,0.417,11,12,0.917,7,25,32,12,2,2,14,18,65,1113201721,0
228,lynchburg,200,28,69,0.406,16,31,0.516,12,38,0.316,15,20,0.75,8,23,31,16,10,3,16,23,83,26,63,0.413,20,39,0.513,6,24,0.25,22,31,0.71,14,32,46,10,7,8,25,22,80,1113201722,0
229,norfolk-state,200,26,63,0.413,20,39,0.513,6,24,0.25,22,31,0.71,14,32,46,10,7,8,25,22,80,28,69,0.406,16,31,0.516,12,38,0.316,15,20,0.75,8,23,31,16,10,3,16,23,83,1113201722,1
230,lees-mcrae,200,19,59,0.322,10,22,0.455,9,37,0.243,13,17,0.765,5,23,28,11,9,4,18,24,60,34,66,0.515,27,47,0.574,7,19,0.368,17,27,0.63,11,33,44,19,15,2,17,19,92,1113201723,1
231,north-carolina-asheville,200,34,66,0.515,27,47,0.574,7,19,0.368,17,27,0.63,11,33,44,19,15,2,17,19,92,19,59,0.322,10,22,0.455,9,37,0.243,13,17,0.765,5,23,28,11,9,4,18,24,60,1113201723,0
232,mount-st-marys,200,24,61,0.393,13,26,0.5,11,35,0.314,3,4,0.75,7,20,27,11,4,1,11,14,62,33,63,0.524,29,51,0.569,4,12,0.333,18,19,0.947,11,26,37,17,8,6,5,9,88,1113201724,1
233,notre-dame,200,33,63,0.524,29,51,0.569,4,12,0.333,18,19,0.947,11,26,37,17,8,6,5,9,88,24,61,0.393,13,26,0.5,11,35,0.314,3,4,0.75,7,20,27,11,4,1,11,14,62,1113201724,0
